"401","Kings Head Inn","115 Bures Road, Great Cornard, SUDBURY, Suffolk","CO10 0JE","588371","240067","52.027024","0.744328","Babergh"
"434","Long Melford & District","Ex-Service & Social Club, Hall Street, Long Melford, SUDBURY","CO10 9JL","586344","245744","52.078690","0.717911","Babergh"
"446","Maldon Grey","Cats Lane, Great Cornard, SUDBURY, Suffolk","CO10 2RZ","588539","241342","52.038408","0.747475","Babergh"
"501","North Street Tavern","North Street, SUDBURY, Suffolk","CO10 1RE","587306","241627","52.041394","0.729677","Babergh"
"503","Northcroft Social Club Ltd","Flat 1, Croft Road, SUDBURY, Suffolk","CO10 1JD","587183","241531","52.040573","0.727833","Babergh"
"518","Oyster Reach Beefeater","Bourne Hill, Wherstead, IPSWICH, Suffolk","IP2 8ND","616088","241605","52.030727","1.148689","Babergh"
"537","Plough And Fleece Inn","Great Green, Cockfield, BURY ST EDMUNDS, Suffolk","IP30 0HJ","591666","256058","52.169493","0.801282","Babergh"
"555","Prince Of Wales","New Street, SUDBURY, Suffolk","CO10 1JB","587198","241591","52.041098","0.728083","Babergh"
"562","Queens Head","The Row, Wenham Magna, COLCHESTER, Essex","CO7 6PU","607309","238732","52.008290","1.019169","Babergh"
"563","Queens Head","The Street, Layham, IPSWICH, Suffolk","IP7 5LZ","602914","240108","52.022268","0.956040","Babergh"
"570","Red Lion Inn","Main Road, Chelmondiston, IPSWICH, Suffolk","IP9 1DX","620282","237160","51.989187","1.206871","Babergh"
"571","Red Rose Inn","The Tye, Lindsey, IPSWICH, Suffolk","IP7 6PP","598265","245815","52.075191","0.891684","Babergh"
"576","Rose and Crown","The Street, Elmsett, IPSWICH, Suffolk","IP7 6PA","605723","246692","52.080338","1.000880","Babergh"
"579","Royal Harwich Yacht Club","Cat House Lane, Woolverstone, IPSWICH, Suffolk","IP9 1AT","619565","238974","52.005746","1.197606","Babergh"
"580","Royal Oak","East End Lane, East Bergholt, COLCHESTER, Essex","CO7 6XA","609998","235171","51.975310","1.056110","Babergh"
"604","Shipwreck Bar and Restaurant","Shotley Marina, Shotley, IPSWICH, Suffolk","IP9 1QJ","625137","233764","51.956760","1.275217","Babergh"
"609","Shoulder of Mutton","The Street, Assington, SUDBURY, Suffolk","CO10 5LJ","593394","238159","52.008164","0.816358","Babergh"
"670","Sudbury Institute Club","54 Station Road, SUDBURY, Suffolk","CO10 2SP","587352","241190","52.037454","0.730107","Babergh"
"685","Swan Inn","Lower Street, Stratford St Mary, COLCHESTER, Essex","CO7 6JR","604289","234144","51.968224","0.972501","Babergh"
"686","Swan Inn","The Street, Holbrook, IPSWICH, Suffolk","IP9 2PZ","616845","236583","51.985359","1.156531","Babergh"
"703","The Anchor Inn","26 Court Street, Nayland with Wissington, COLCHESTER, Essex","CO6 4JL","597461","234141","51.970645","0.873238","Babergh"
"704","The Angel","Angel Inn, Friars Street, SUDBURY, Suffolk","CO10 2AG","587156","241058","52.036334","0.727180","Babergh"
"705","The Angel Hotel","The Angel, Market Place, Lavenham, SUDBURY","CO10 9QZ","591612","249326","52.109060","0.796702","Babergh"
"706","The Angel Inn","Polstead Street, Stoke by Nayland, COLCHESTER, Essex","CO6 4SA","598799","236444","51.990847","0.894023","Babergh"
"709","The Bay Horse","61-65 Melford Road, SUDBURY, Suffolk","CO10 1JS","587176","241782","52.042830","0.727868","Babergh"
"710","The Beagle","Hadleigh Road, Sproughton, IPSWICH, Suffolk","IP8 3AR","612509","243701","52.050935","1.097901","Babergh"
"711","The Bell Inn Kersey Ltd","The Bell Inn, The Street, Kersey, IPSWICH","IP7 6DY","600019","244189","52.059961","0.916290","Babergh"
"713","The Brewers Arms","Bower House Tye, Polstead, COLCHESTER, Essex","CO6 5BZ","598743","240657","52.028706","0.895637","Babergh"
"714","The Brewery Tap","East Street, SUDBURY, Suffolk","CO10 2TP","587528","241500","52.040169","0.732839","Babergh"
"718","The Brook","The Brook Inn, 241 Bures Road, Great Cornard, SUDBURY","CO10 0JQ","588509","239536","52.022208","0.746044","Babergh"
"719","The Brook Inn","The Street, Copdock And Washbrook, IPSWICH, Suffolk","IP8 3HR","611836","242218","52.037879","1.087183","Babergh"
"721","The Bush Inn","The Bush, The Street, Shimpling, BURY ST EDMUNDS","IP29 4HU","587401","253020","52.143674","0.737318","Babergh"
"723","The Case Is Altered","Capel Road, Bentley, IPSWICH, Suffolk","IP9 2DW","610900","236865","51.990168","1.070262","Babergh"
"727","The Cock","Lavenham Road, Brent Eleigh, SUDBURY, Suffolk","CO10 9PB","593759","248059","52.096944","0.827294","Babergh"
"728","The Cock Horse Inn","The Cock Inn, Church Street, Lavenham, SUDBURY","CO10 9SA","591368","248958","52.105839","0.792936","Babergh"
"729","The Cock Inn","89 George Street, Hadleigh, IPSWICH, Suffolk","IP7 5BP","603022","242713","52.045618","0.959156","Babergh"
"730","The Cock Inn","Egremont Street, Glemsford, SUDBURY, Suffolk","CO10 7SA","582888","247368","52.094427","0.668408","Babergh"
"731","The Cock Inn","Polstead Green, Polstead, COLCHESTER, Essex","CO6 5AL","599282","238287","52.007232","0.902119","Babergh"
"734","The Comfortable Cow","Unit 3, The Pied Cow, 12 King Street, SUDBURY, Suffolk","CO10 2EB","587512","241324","52.038603","0.732496","Babergh"
"735","The Compass Inn","Compasses Inn, Ipswich Road, Holbrook, IPSWICH","IP9 2QR","616975","236365","51.983350","1.158283","Babergh"
"739","The Crown","High Street, Acton, SUDBURY, Suffolk","CO10 0AT","589295","245005","52.071054","0.760512","Babergh"
"740","The Crown","Park Street, Stoke by Nayland, COLCHESTER, Essex","CO6 4SE","598933","236183","51.988456","0.895820","Babergh"
"741","The Crown Inn","The Green, Hartest, BURY ST EDMUNDS, Suffolk","IP29 4DH","583439","252512","52.140441","0.679212","Babergh"
"742","The Delphi Club","Delphi Diesel Systems Ltd, Newton Road, SUDBURY, Suffolk","CO10 2RR","588318","241705","52.041752","0.744457","Babergh"
"745","The Fleece PH","The Fleece, 8-10 Broad Street, Boxford, SUDBURY","CO10 5DX","596289","240564","52.028753","0.859875","Babergh"
"749","The George","52 High Street, Hadleigh, IPSWICH, Suffolk","IP7 5AL","602690","242472","52.043575","0.954179","Babergh"
"750","The George & Dragon","The George and Dragon Public House, Hall Street, Long Melford, SUDBURY","CO10 9JA","586282","245457","52.076134","0.716836","Babergh"
"751","The George Inn","George Street, Hintlesham, IPSWICH, Suffolk","IP8 3NH","608882","243380","52.049431","1.044889","Babergh"
"756","The Greyhound","High Street, Lavenham, SUDBURY, Suffolk","CO10 9PZ","591533","249254","52.108440","0.795509","Babergh"
"758","The Harkstead Bakers Arms Ltd","The Bakers Arms, The Street, Harkstead, IPSWICH","IP9 1BT","618749","234804","51.968635","1.183065","Babergh"
"759","The Horseshoes Inn","Three Horseshoes, Stows Hill, Cockfield, BURY ST EDMUNDS","IP30 0JB","591016","252988","52.142150","0.790064","Babergh"
"764","The Kings Head","90 High Street, Hadleigh, IPSWICH, Suffolk","IP7 5EF","602648","242566","52.044443","0.953624","Babergh"
"765","The Kings Head","Kings Head, Manningtree Road, Stutton, IPSWICH","IP9 2SW","614896","234862","51.970665","1.127116","Babergh"
"767","The Lion","Honey Tye, Leavenheath, COLCHESTER, Essex","CO6 4NX","595553","235724","51.985543","0.846385","Babergh"
"770","The Long Melford Inn","Station Road, Long Melford, SUDBURY, Suffolk","CO10 9HN","585923","244322","52.066062","0.710986","Babergh"
"778","The Peacock Inn","37 The Street, Chelsworth, IPSWICH, Suffolk","IP7 7HU","598040","248097","52.095762","0.889729","Babergh"
"783","The Red Lion","High Street, Bildeston, IPSWICH, Suffolk","IP7 7EX","599369","249070","52.104021","0.909672","Babergh"
"784","The Red Lion","The Street, East Bergholt, COLCHESTER, Essex","CO7 6TB","606952","234631","51.971613","1.011503","Babergh"
"786","The Rose Inn","The Street, Shotley, IPSWICH, Suffolk","IP9 1NL","623437","235072","51.969177","1.251383","Babergh"
"788","The Royal British Legion","Cordell Road, Long Melford, SUDBURY, Suffolk","CO10 9EB","586403","245557","52.076991","0.718655","Babergh"
"789","The Royal British Legion","George Street, Hadleigh, IPSWICH, Suffolk","IP7 5BB","602744","242503","52.043843","0.954984","Babergh"
"793","The Saracens Head","Sudbury Road, Newton, SUDBURY, Suffolk","CO10 0QJ","591496","240881","52.033264","0.790275","Babergh"
"795","The Silkworm Public House","East Street, SUDBURY, Suffolk","CO10 2HX","587489","241462","52.039850","0.732251","Babergh"
"796","The Six Bells","The Street, Preston St Mary, SUDBURY, Suffolk","CO10 9NG","594405","250421","52.117918","0.838059","Babergh"
"798","The Swan","Hall Street, Long Melford, SUDBURY, Suffolk","CO10 9JQ","586392","245831","52.079464","0.718659","Babergh"
"799","The Swan","The Street, Lawshall, BURY ST EDMUNDS, Suffolk","IP29 4QA","586589","254260","52.155084","0.726146","Babergh"
"800","The Swan Inn","The Swan, The Street, Little Waldingfield, SUDBURY","CO10 0SQ","592239","245150","52.071343","0.803493","Babergh"
"802","The White Horse","Lavenham Road, The Heath, Great Waldingfield, SUDBURY, Suffolk","CO10 0SE","590529","243806","52.059864","0.777825","Babergh"
"803","The White Horse","London Road, Capel St Mary, IPSWICH, Suffolk","IP9 2JR","609815","238086","52.001550","1.055231","Babergh"
"805","The White Horse","White Horse, White Horse Hill, Tattingstone, IPSWICH","IP9 2NU","613626","238246","52.001534","1.110762","Babergh"
"806","The White Horse Inn","White Horse Inn, Mill Green, Edwardstone, SUDBURY","CO10 5PX","595149","242672","52.048066","0.844481","Babergh"
"807","The Wild Man Sproughton Ltd","Wild Man Inn, Bramford Road, Sproughton, IPSWICH","IP8 3DA","612236","244982","52.062540","1.094721","Babergh"
"812","Three Horseshoes","Church Square, Bures St Mary, BURES, Suffolk","CO8 5BS","590751","234016","51.971873","0.775610","Babergh"
"831","United Services Club","White Horse Road, East Bergholt, COLCHESTER, Essex","CO7 6TU","608264","234312","51.968250","1.030381","Babergh"
"851","Waggon And Horses","Church Walk, SUDBURY, Suffolk","CO10 1HJ","587173","241443","52.039777","0.727638","Babergh"
"860","Wheatsheaf Inn","Church Road, Tattingstone, IPSWICH, Suffolk","IP9 2LY","612935","236887","51.989590","1.099868","Babergh"
"861","Wheelhouse","Whatfield Road, Nedging with Naughton, IPSWICH, Suffolk","IP7 7BS","602435","249110","52.103269","0.954386","Babergh"
"938","Bar Zero","Vitro Bars Ltd, 2 Western Road, Billericay, Essex","CM12 9DZ","567492","194861","51.627637","0.418449","Basildon"
"945","Barleylands Social Club","Barleylands Road, Basildon, Essex","SS15 4BJ","569436","190310","51.586173","0.444311","Basildon"
"952","Basildon & Pitsea Cricket Club","The Clubhouse,Mopsies Park, Timberlog Close, Basildon, Essex","SS14 1PF","572460","188908","51.572663","0.487228","Basildon"
"962","Basildon Rugby Football Club","Gardiners Close, Basildon, Essex","SS14 3AW","571686","190376","51.586077","0.476787","Basildon"
"964","Basildon Snooker Centre","5 High Pavement, Basildon, Essex","SS14 1EA","570385","188613","51.570643","0.457173","Basildon"
"965","Basildon Sports & Leisure Club","Gardiners Way, Basildon, Essex","SS14 3AP","572174","190811","51.589844","0.484038","Basildon"
"967","Basildon United Football Club","Gardiners Close, Basildon, Essex","SS14 3AW","571686","190376","51.586077","0.476787","Basildon"
"977","Beehive","Southernhay, Basildon, Essex","SS14 1DQ","570355","188413","51.568847","0.456629","Basildon"
"981","Benbow Club","77 Pound Lane, Bowers Gifford, Pitsea,Essex.","SS13 2HL","575475","188578","51.568760","0.530525","Basildon"
"986","Billericay Constitutional Club","1a High Street, Billericay, Essex","CM12 9BE","567525","194892","51.627905","0.418941","Basildon"
"987","Billericay Cricket Club","The Toby Howe Cricket Ground, Blunts Wall Road, Billericay, Essex.","CM12 9SA","566278","194250","51.622508","0.400637","Basildon"
"1004","Bluehouse Farm Community Ctr.","Laindon Link, Laindon, Basildon,Essex.","SS15 5UH","568621","188698","51.571928","0.431784","Basildon"
"1017","Bowers United Sports & Social","Bowers United Sports And Social Club, Crown Avenue, Pitsea, Basildon","SS13 2BE","574498","189158","51.574281","0.516730","Basildon"
"1027","British Rail Social Association","Market Avenue, Wickford, Essex","SS12 0AD","574485","193619","51.614357","0.518759","Basildon"
"1029","Bromfords Sports Centre","Bromford Sports Centre, Grange Avenue, Wickford, Essex.","SS12 0LZ","573932","192618","51.605537","0.510285","Basildon"
"1070","Castle Mayne","Castle Mayne, The Knares, Basildon, Essex","SS16 5RZ","569590","187843","51.563957","0.445341","Basildon"
"1088","Chequers","44 High Street, Billericay, Essex","CM12 9BQ","567535","194790","51.626986","0.419036","Basildon"
"1093","Chicago Rock Cafe","Festival Leisure Park, Cranes Farm Road, Basildon, Essex","SS14 3TJ","570763","189972","51.582728","0.463267","Basildon"
"1112","Club Kingswood","Club Kingswood, Clay Hill Lane, Basildon, Essex","SS16 5JP","570549","187326","51.559032","0.458898","Basildon"
"1113","Coast to Coast","Luminar Unit 1, Festival Way, Basildon, Essex","SS14 3WB","570697","190238","51.585137","0.462458","Basildon"
"1147","Cromwell Manor/Grand Events","Cromwell Manor, Pitsea Hall Lane, Pitsea, Essex","SS16 4UH","573729","187224","51.557137","0.504689","Basildon"
"1149","Culpepper Club","Gardiners Lane South, Basildon, Essex","SS14 3AP","572174","190811","51.589844","0.484038","Basildon"
"1157","David Lloyd Club","Festival Way, Basildon, Essex","SS14 3DG","570578","190064","51.583619","0.460659","Basildon"
"1172","Dick Turpin","Dick Turpin, Southend Arterial Road, Wickford, Essex","SS12 9HZ","575155","190980","51.590444","0.527110","Basildon"
"1186","Downham Arms","130 London Road, Wickford, Essex","SS12 0AR","573767","193285","51.611579","0.508235","Basildon"
"1191","Dunton Park Country Club","Lower Dunton Road, Dunton, Basildon,Essex.","CM13 3SX","566098","188316","51.569253","0.395232","Basildon"
"1244","Ford Sports & Social Club","Gardiners Close, Basildon, Essex","SS14 3AW","571686","190376","51.586077","0.476787","Basildon"
"1254","Fryerns Community Centre","Whitmore Way, Basildon, Essex","SS14 2NN","571715","189547","51.578630","0.476801","Basildon"
"1255","Fryerns Social Club","Fryerns Social Club, Fryerns Community Centre, Whitmore Way, Basildon, Essex","SS14 2NN","571715","189547","51.578629","0.476800","Basildon"
"1264","Ghyllgrove Community Centre","The Barnett Centre, Butneys, Basildon, Essex","SS14 2DG","570517","189084","51.574825","0.459304","Basildon"
"1287","Great Chalvedon Hall","Great Chalvedon Hall, Rectory Road, Pitsea, Basildon","SS13 2AN","574093","189221","51.574973","0.510924","Basildon"
"1313","Harvester Darby Digger","Darby Digger, Radwinter Avenue, Wickford, Essex","SS12 9PT","574613","192103","51.600700","0.519852","Basildon"
"1314","Harvester Langdon Hills","High Road, Langdon Hills, Basildon,Essex.","SS16 6HU","567963","186547","51.552801","0.421272","Basildon"
"1336","Holy Cross Recreation Ground","Holy Cross Recreation Ground Pavilion, Church Road, Basildon, Essex","SS14 2EX","571367","189631","51.579490","0.471824","Basildon"
"1353","Inn on the Green","Mountnessing Road, Billericay, Essex","CM12 0EH","566700","195349","51.632247","0.407250","Basildon"
"1355","J D Wetherspoon","39 High Street, Billericay, Essex","CM12 9BA","567510","194818","51.627254","0.418689","Basildon"
"1369","Jolly Friar Public House","Whitmore Way, Basildon, Essex","SS14 3JT","572387","189983","51.582342","0.486703","Basildon"
"1383","Katz","Southernhay, Basildon, Essex","SS14 1DJ","570105","188358","51.568428","0.453013","Basildon"
"1391","Kings Head","Southend Road, Billericay, Essex","CM11 2PS","568937","192921","51.609778","0.438371","Basildon"
"1518","Moon on the Square","1-15 Market Square, Basildon, Essex","SS14 1DF","570353","188485","51.569503","0.456649","Basildon"
"1579","Owl & Pussycat","164 Clay Hill Road, Basildon, Essex","SS16 5DF","570836","187847","51.563617","0.463301","Basildon"
"1624","Post Office Sports Club","Gardiners Way, Basildon, Essex","SS14 3AP","572174","190811","51.589844","0.484038","Basildon"
"1647","Q Ball Snooker and Sports Bar","Time Square, Basildon, Essex","SS14 1DJ","570105","188358","51.568428","0.453013","Basildon"
"1663","Red Lion","113 High Street, Billericay, Essex","CM12 9AJ","567372","194536","51.624762","0.416563","Basildon"
"1664","Reids Bar, Restaurant and Function Room","66-68 Laindon Road, Billericay, Essex","CM12 9LD","567332","194050","51.620399","0.415753","Basildon"
"1679","Royal British Legion Club","73-77 Runwell Road, Wickford, Essex","SS11 7HL","575117","194025","51.617808","0.528081","Basildon"
"1738","Social Club","S Wernick & Sons Ltd, Russell Gardens, Shotgate, Wickford","SS11 8BL","575551","193005","51.608511","0.533833","Basildon"
"1742","South Essex Medical Club","Nether Mayne, Basildon, Essex","SS16 5NL","569974","187159","51.557696","0.450545","Basildon"
"1783","Stock Brook Manor Golf Club","Queens Park Avenue, Billericay, Essex","CM12 0SP","567147","197178","51.648554","0.414575","Basildon"
"1835","The Bar","Wickford Community Centre, Market Road, Wickford, Essex","SS12 0AG","574450","193502","51.613317","0.518197","Basildon"
"1846","The Bull Public House","The Bull Public House, London Road, Pitsea, Basildon","SS13 2DD","574573","188266","51.566237","0.517368","Basildon"
"1848","The Burstead Golf Club","Tye Common Road, Little Burstead, Billericay,Essex.","CM12 9SS","566401","192348","51.605394","0.401510","Basildon"
"1849","The Cafe","Bowers United Sports And Social Club, Crown Avenue, Pitsea, Basildon","SS13 2BE","574498","189158","51.574281","0.516730","Basildon"
"1855","The Coach and Horses","The Coach and Horses, 36 Chapel Street, Billericay, Essex","CM12 9LU","567486","194574","51.625060","0.418226","Basildon"
"1868","The Crane","The Crane, Denys Drive, Basildon, Essex","SS14 3LP","572773","189997","51.582349","0.492276","Basildon"
"1869","The Crown Pub","2 High Street, Billericay, Essex","CM12 9BQ","567498","194703","51.626224","0.418460","Basildon"
"1872","The Duke Public House","80 High Street, Wickford, Essex","SS12 9AT","574605","193327","51.611697","0.520346","Basildon"
"1873","The Dukes Head","The Dukes Head, Laindon Common Road, Little Burstead, Billericay","CM12 9TA","567131","192558","51.607056","0.412141","Basildon"
"1875","The Edge","The Edge, 6-8 High Pavement, Basildon, Essex","SS14 1EA","570407","188615","51.570654","0.457490","Basildon"
"1880","The Forge","The Forge, 1-2 The Pantiles, Billericay, Essex","CM12 0UA","567130","195931","51.637347","0.413734","Basildon"
"1881","The Four Seasons Public House","Victoria Road, Laindon, Basildon,Essex.","SS15 6AW","567705","189161","51.576369","0.418801","Basildon"
"1891","The Honey Pot","Festival Leisure Park, Cranes Farm Road, Basildon, Essex.","SS14 3TJ","570763","189972","51.582728","0.463267","Basildon"
"1894","The Joker","25 Laindon Centre, Basildon, Essex","SS15 5TQ","568027","188951","51.574377","0.423342","Basildon"
"1899","The Mall Social Club","Burnt Mills Road, Pitsea, Essex.","SS13 1DT","574197","190207","51.583789","0.512911","Basildon"
"1901","The Noak Bridge","Noak Bridge Public House, 45 Wash Road, Laindon, Basildon","SS15 4BS","569035","190550","51.588449","0.438644","Basildon"
"1909","The Plough and Tractor","186 Great Knightleys, Basildon, Essex","SS15 5HG","569261","188784","51.572508","0.441052","Basildon"
"1912","The Quays","Festival Leisure Park, Cranes Farm Road, Basildon, Essex.","SS14 3WB","570697","190238","51.585137","0.462459","Basildon"
"1913","The Railway Hotel","1 High Street, Billericay, Essex","CM12 9BE","567525","194892","51.627905","0.418941","Basildon"
"1915","The Rare Cow","The New Mayflower, Jacksons Lane, Billericay, Essex","CM11 2DG","568080","194793","51.626851","0.426904","Basildon"
"1917","The Swan","The Swan, The Broadway, Wickford, Essex","SS11 7AD","574723","193637","51.614445","0.522203","Basildon"
"1922","The Watermill","East Mayne, Basildon, Essex","SS13 1BW","573096","189784","51.580328","0.496827","Basildon"
"1926","The Woodlands Club","35 Kingswood Road, Basildon, Essex","SS16 5UP","571128","188029","51.565172","0.467585","Basildon"
"1945","Unit 7","Unit 7, Festival Way, Basildon, Essex","SS14 3WB","570697","190238","51.585137","0.462458","Basildon"
"1950","Vange & Pitsea Social Club","Vange And Pitsea Working Mens Club, High Road, Vange, Basildon","SS16 4TG","572912","187724","51.561879","0.493161","Basildon"
"1971","Wick Bar","Wick Community Centre, Salcott Crescent, Wickford, Essex","SS12 9NR","575716","192265","51.601813","0.535829","Basildon"
"1976","Wickford Cricket Club","Runwell Road, Wickford, Essex","SS11 7HG","575006","193927","51.616963","0.526416","Basildon"
"1997","Winged Horse","Luncies Road, Basildon, Essex","SS14 1SB","572773","188401","51.568013","0.491491","Basildon"
"1999","Winston Social Club","1 Northumberland Avenue, Laindon, Basildon","SS15 6NL","568067","188344","51.568922","0.423629","Basildon"
"2028","Addison Howard Centre","Addison Howard Park, Bedford Road, Kempston, Bedford","MK42 8PN","503647","248452","52.124672","-0.487429","Bedford"
"2030","AFC Kempston Rovers Football Club","Kempston Rovers Football Club, Hillgrounds Road, Kempston, Bedford","MK42 8QG","502863","248801","52.127946","-0.498772","Bedford"
"2059","Angel Domino Team","30 The Broadway, Bedford","MK40 2TH","504936","250151","52.139699","-0.468084","Bedford"
"2079","Auction Room Ltd","1 Duke Street, Bedford","MK40 3HR","505132","249883","52.137253","-0.465304","Bedford"
"2090","Badlands","Palace Chambers, Silver Street, Bedford","MK40 1SY","504961","249859","52.137070","-0.467809","Bedford"
"2098","Bar Citrus","29 Harpur Street, Bedford","MK40 1LA","504913","249913","52.137564","-0.468494","Bedford"
"2099","Barley Mow","Barley Mow, 72 St Loyes Street, Bedford","MK40 1EZ","504748","250012","52.138476","-0.470873","Bedford"
"2105","Bedford & County Golf Club","Bedford And County Golf Club, Green Lane, Clapham, Bedford","MK41 6ET","503742","253030","52.165798","-0.484646","Bedford"
"2107","Bedford Arms","Bedford Arms, High Street, Souldrop, Bedford","MK44 1EY","498566","261782","52.245405","-0.557751","Bedford"
"2108","Bedford Athletic Rugby Club Bar","Bedford Athletic Rugby Club, Wentworth Drive, Bedford","MK41 8QA","506610","252330","52.158962","-0.442950","Bedford"
"2109","Bedford Borough Bowling Club Bar","Bedford Borough Bowling Club, Goldington Road, Bedford","MK40 3NF","505452","250207","52.140104","-0.460530","Bedford"
"2127","Bedford Rowing Club","Bedford Rowing Club, Duckmill Lane, Bedford","MK42 0AX","505136","249476","52.133594","-0.465371","Bedford"
"2128","Bedford Rugby (Ground, Bar & Marquee)","Bedford Rugby Union F C, Goldington Road, Bedford","MK40 3NF","505452","250207","52.140104","-0.460530","Bedford"
"2134","Bedford Standard","The Standard, 26-28 High Street, Bedford","MK40 1SP","505040","249761","52.136174","-0.466686","Bedford"
"2135","Bedford Town Football Club","Bedford Town Football Club, Meadow Lane, Bedford","MK44 3LW","508726","249019","52.128793","-0.413089","Bedford"
"2138","Bedfordshire Golf Club","Bedfordshire Golf Club, Spring Lane, Stagsden, Bedford","MK43 8SR","498960","248964","52.130132","-0.555720","Bedford"
"2153","Biddenham Pavilion","Pavillion, Deep Spinney, Biddenham, Bedford","MK40 4QP","502093","250319","52.141741","-0.509560","Bedford"
"2173","Brewhouse And Kitchen","115-117 High Street, Bedford","MK40 1NU","505040","250017","52.138466","-0.466607","Bedford"
"2174","Briar Bank Club","Briar Bank Club, Hawthorn Drive, Wilstead, Bedford","MK45 3ES","506403","243063","52.075717","-0.448869","Bedford"
"2199","Burnaby Arms","Burnaby Arms, 66 Stanley Street, Bedford","MK41 7RU","504530","250672","52.144458","-0.473854","Bedford"
"2283","Characters","69-71 Tavistock Street, Bedford","MK40 2RR","504697","250312","52.141191","-0.471526","Bedford"
"2292","Chequers Inn","The Chequers Inn, 47 Hall End Road, Wootton, Bedfordshire","MK43 9HP","500073","245670","52.100327","-0.540433","Bedford"
"2323","Club Italia","32a Alexandra Road, Bedford","MK40 1JA","504461","249765","52.136320","-0.475141","Bedford"
"2331","Colmworth Golf Club","Colmworth Golf Club, New Road, Colmworth, Bedford","MK44 2AP","509593","257119","52.201417","-0.397816","Bedford"
"2334","Colworth Club","Unilever Sports & Social Club,, Colworth Estate, Sharnbrook, Bedford","MK44 1LQ","498201","260234","52.231557","-0.563545","Bedford"
"2362","Cross Keys","The Cross Keys, 69 High Street, Bedford","MK40 1RZ","505068","249806","52.136573","-0.466263","Bedford"
"2365","Crown Inn","The Crown Inn, Green End, Little Staughton, Bedford","MK44 2BU","510045","263212","52.256083","-0.389225","Bedford"
"2399","Devonshire Arms","Devonshire Arms, 32 Dudley Street, Bedford","MK40 3TB","506162","249830","52.136580","-0.450277","Bedford"
"2442","Euro Bar","13 St Johns Street, Bedford","MK42 0AH","505099","249330","52.132289","-0.465957","Bedford"
"2449","Executive Snooker Club","3a Lurke Street, Bedford","MK40 3HZ","505148","249958","52.137924","-0.465047","Bedford"
